gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cd4_8	direction
Uqcc2	0.20735096829298372	0.3254342038524578	0.313	0.246	1	CD4	up
Ankrd12	0.20781336294478234	0.36400678047649704	0.532	0.492	1	CD4	up
Taf10	0.20786308252151542	0.26892084903268454	0.427	0.361	1	CD4	up
Ywhae	0.20814567924000021	0.2660701686065392	0.566	0.525	1	CD4	up
Exoc2	0.20840944001575207	0.28863414697026846	0.171	0.115	1	CD4	up
Ccnt2	0.20854665556441546	0.25008912072418077	0.247	0.18	1	CD4	up
Psmb10	0.20922860053002917	0.2798289806232092	0.222	0.164	1	CD4	up
Hba-a2	0.2093456818369768	0.820238729075901	0.266	0.344	1	CD4	up
Plekhb2	0.21000087900291936	0.2553152481785159	0.212	0.148	1	CD4	up
Ly6c1	0.21091724454411717	-0.3159746309868665	0.171	0.23	1	CD4	down
9930111J21Rik2	0.21352982682067417	0.3522441596343481	0.256	0.18	1	CD4	up
Atp5j	0.21461435836166143	0.2720086418475762	0.658	0.623	1	CD4	up
Xrn1	0.21547535757440683	0.2721489520383157	0.263	0.197	1	CD4	up
Nudcd2	0.21579459858313313	0.2716075887504471	0.133	0.082	1	CD4	up
Tmem154	0.2160742931521924	0.2508417327725507	0.193	0.131	1	CD4	up
Dbi	0.2175256764250402	0.3029616904192679	0.38	0.295	1	CD4	up
Cdc26	0.21834080875464118	0.2520521316524535	0.136	0.082	1	CD4	up
Cnn2	0.21878294463326042	0.2525487587240012	0.497	0.41	1	CD4	up
Tmem134	0.21897787736804916	0.26205855069476747	0.399	0.328	1	CD4	up
Ostc	0.21998761610972806	0.31045339492008406	0.37	0.311	1	CD4	up
Pkn2	0.2243879567447803	0.30894330645203405	0.373	0.311	1	CD4	up
Emsy	0.22517106051785002	0.3537380227470188	0.342	0.279	1	CD4	up
Arhgap30	0.22559411364664947	0.25496611449508544	0.449	0.393	1	CD4	up
Ccdc117	0.2272683592598892	-0.3175225403303244	0.13	0.18	1	CD4	down
Sp1	0.22755798547564038	0.28934324858058036	0.263	0.197	1	CD4	up
Eif2b2	0.22940710561516764	0.261217395509603	0.149	0.098	1	CD4	up
Bfar	0.23176207025515952	0.25782546272647283	0.174	0.115	1	CD4	up
Taf12	0.23188505787301344	0.2801497618204183	0.149	0.098	1	CD4	up
Sptssa	0.2338219019949043	0.25366622902519653	0.323	0.246	1	CD4	up
Ccdc124	0.23469825636090327	0.2608350003452348	0.241	0.18	1	CD4	up
Hras	0.23471878351901707	0.2827290565948789	0.237	0.18	1	CD4	up
Grap	0.2350367677483079	0.31149579142823436	0.294	0.23	1	CD4	up
Ppp2r2d	0.23574019281990563	0.3244418596724705	0.269	0.213	1	CD4	up
Lpp	0.23576057056701036	-0.42849217216147484	0.174	0.23	1	CD4	down
Slc43a2	0.23692292511935947	-0.29595926944365786	0.073	0.115	1	CD4	down
D8Ertd738e	0.23808611904228755	-0.27418676970866374	0.576	0.623	1	CD4	down
Itsn2	0.2413022609838608	0.2888057144480958	0.373	0.311	1	CD4	up
Actr10	0.24338569707205548	0.278239624774121	0.259	0.197	1	CD4	up
Twf1	0.24364145578251617	0.2638812664594806	0.222	0.164	1	CD4	up
Sdhb	0.24408581484807787	0.25821318488187317	0.31	0.246	1	CD4	up
Nufip2	0.2460510595543432	0.29670657191543137	0.516	0.426	1	CD4	up
Cstf2	0.24802031258289367	0.2599422966690257	0.149	0.098	1	CD4	up
Rab43	0.24867616492018327	0.28421834337494395	0.241	0.18	1	CD4	up
Fcer1g	0.2487715556552878	0.4716084905591913	0.111	0.066	1	CD4	up
Eif4e	0.2501443180770536	0.32452554402349304	0.266	0.213	1	CD4	up
Mrpl57	0.2512105256519553	0.2746194525980662	0.31	0.246	1	CD4	up
Tnpo3	0.2531000876870807	0.3460758364880636	0.282	0.23	1	CD4	up
Haus3	0.2532061254292973	0.25651329706408554	0.222	0.164	1	CD4	up
Pde3b	0.2532106521720187	-0.3177130516656719	0.326	0.377	1	CD4	down
Akirin1	0.257383567267615	0.3139075924037461	0.323	0.279	1	CD4	up
Dop1a	0.2585376428703799	0.2572923621506285	0.171	0.115	1	CD4	up
Cdc40	0.2587260426530344	0.321104660110874	0.304	0.262	1	CD4	up
H13	0.2593741047419197	0.33329166990055825	0.38	0.344	1	CD4	up
Pdcd6	0.2609858477275701	0.25296701088688256	0.373	0.311	1	CD4	up
Rae1	0.26331894180810295	0.2620683309144284	0.146	0.098	1	CD4	up
Ing1	0.26493908081793227	0.3644424747702282	0.278	0.23	1	CD4	up
Esco1	0.2649674483371278	0.26566962024442	0.313	0.262	1	CD4	up
Stat3	0.2658118722998559	0.301115192823068	0.538	0.492	1	CD4	up
Ube4a	0.26689034088680175	-0.28475397730620594	0.108	0.148	1	CD4	down
Fam174a	0.26770341773854434	0.25755153268989506	0.241	0.18	1	CD4	up
Ebna1bp2	0.26803939173381197	0.2551066832835362	0.218	0.164	1	CD4	up
Kdm6b	0.2681461701184281	0.26948248215777904	0.63	0.59	1	CD4	up
Tnrc6a	0.2686609415158064	0.3188339372666915	0.5	0.443	1	CD4	up
Tor1aip1	0.26915345671407037	0.3521239562664462	0.348	0.295	1	CD4	up
Zc3h12a	0.26989305389781526	0.2558835034758721	0.282	0.213	1	CD4	up
Nfe2l2	0.2720335995168854	0.375019131926233	0.193	0.148	1	CD4	up
Arhgef6	0.2722043832595797	0.3018973075608606	0.225	0.18	1	CD4	up
Gatad2a	0.27405288848025444	0.3938638377963095	0.285	0.246	1	CD4	up
Cst3	0.2744757662860461	0.47485409733615636	0.566	0.492	1	CD4	up
Kbtbd11	0.27482607277537147	0.27550895372218154	0.323	0.262	1	CD4	up
Slc50a1	0.2772274440557076	0.29840004358583566	0.234	0.18	1	CD4	up
Trim30a	0.2782960015140555	0.26325445761077365	0.184	0.131	1	CD4	up
Ccdc88b	0.2804801541930676	0.26633246297911084	0.177	0.131	1	CD4	up
Lypla1	0.28411735669545946	0.27041724606132456	0.199	0.148	1	CD4	up
Lypla2	0.2845995841600573	0.26290540055444145	0.269	0.213	1	CD4	up
Rab7	0.28710047433425834	0.2704041184523279	0.389	0.344	1	CD4	up
Atxn2l	0.2882015364879689	0.2839846800740289	0.316	0.262	1	CD4	up
Crim1	0.289430544462296	0.27863120870333913	0.158	0.115	1	CD4	up
Cnot10	0.2903688554966454	0.2649985564155991	0.158	0.115	1	CD4	up
Efcab14	0.2929978304664594	0.30608980664967433	0.244	0.197	1	CD4	up
Zmiz1	0.2940453848973031	0.2824188452426867	0.31	0.262	1	CD4	up
Mif4gd	0.2943014065485851	0.25276211333809473	0.215	0.164	1	CD4	up
Dleu2	0.296221414062051	0.2941213547452559	0.294	0.246	1	CD4	up
Pfdn1	0.2984071759705492	0.31626163813574226	0.291	0.246	1	CD4	up
Paf1	0.2998672779854526	0.25870557131671673	0.212	0.164	1	CD4	up
Bop1	0.3024481451674165	0.2557389267770764	0.12	0.082	1	CD4	up
Traf7	0.30275412941854735	0.2650899161843887	0.158	0.115	1	CD4	up
Pde4d	0.3034967677526873	-0.2997375965924738	0.332	0.377	1	CD4	down
Mettl23	0.3042399791172785	0.31721026197678526	0.329	0.279	1	CD4	up
Cxcl10	0.30455005890854464	0.5744960453865954	0.104	0.066	1	CD4	up
Rasa2	0.30541648147039696	0.28023834433248496	0.323	0.262	1	CD4	up
Prpf4	0.3056638629014123	0.2761417649934237	0.139	0.098	1	CD4	up
Ier2	0.3102426549596043	0.28175677558994305	0.741	0.721	1	CD4	up
Grcc10	0.3110728898293798	0.26915121783870455	0.601	0.557	1	CD4	up
Cd74	0.31139799486121	1.4701481062107769	0.259	0.213	1	CD4	up
Eid1	0.31141599360931255	0.28392376709563116	0.278	0.23	1	CD4	up
Mfsd10	0.311872914778366	0.3077903372004769	0.139	0.098	1	CD4	up
Tm2d2	0.31268197324246855	0.2623452815597653	0.19	0.148	1	CD4	up
Atg12	0.3207314258009844	0.29812998537462687	0.244	0.197	1	CD4	up
Tpd52l2	0.3207931034410004	0.25963158879063636	0.241	0.197	1	CD4	up
Kpnb1	0.3214593069135554	0.2853181519276953	0.285	0.246	1	CD4	up
Bst2	0.32274341525385003	0.353493350091585	0.247	0.197	1	CD4	up
Selenos	0.32432204583071766	0.2806351831774657	0.348	0.295	1	CD4	up
Zap70	0.3243996486711714	0.25661807352791177	0.304	0.246	1	CD4	up
Dcun1d1	0.32739729077241514	0.2686062845978363	0.206	0.164	1	CD4	up
Chsy1	0.3288340714730974	0.25010389202004224	0.139	0.098	1	CD4	up
Pgap1	0.3311115530043907	0.27933455647835376	0.155	0.115	1	CD4	up
Dhrs7	0.3350783614282762	0.2737146167531545	0.19	0.148	1	CD4	up
Tm9sf3	0.33583797104573804	0.2732338578033644	0.573	0.541	1	CD4	up
Hmgb2	0.3358792029303283	-0.49513862433928857	0.718	0.721	1	CD4	down
Csrnp1	0.33754523692464844	0.26555763764796914	0.402	0.328	1	CD4	up
Gtpbp4	0.33996404641479055	0.26439959075216624	0.272	0.213	1	CD4	up
Birc5	0.34389220649254787	-0.2523833380765383	0.079	0.115	1	CD4	down
Mrpl36	0.3478797943148759	0.2717485687790435	0.168	0.131	1	CD4	up
Ddx3x	0.35647160956160717	0.37548990703119967	0.601	0.623	1	CD4	up
Kdm1a	0.36307749257441285	0.27648573398461995	0.272	0.23	1	CD4	up
Tle4	0.36381858746286805	0.2912687480872389	0.383	0.344	1	CD4	up
Tab2	0.36456978797025114	0.27671487742423484	0.38	0.328	1	CD4	up
Mgat2	0.37247834360147475	0.37742036791785744	0.244	0.213	1	CD4	up
Arl13b	0.37955673583750804	0.27464931681207516	0.218	0.18	1	CD4	up
Phb2	0.3808395081802912	0.3197336691697915	0.367	0.361	1	CD4	up
Appl1	0.38425226199015733	0.3084267854430176	0.272	0.246	1	CD4	up
Ppp2r3c	0.3860380196284114	-0.26171355671952257	0.098	0.131	1	CD4	down
Rab4b	0.3889617611698322	0.267897689818261	0.203	0.164	1	CD4	up
Rgs2	0.392536094290721	0.2762045894876284	0.601	0.59	1	CD4	up
Fn1	0.4038307106345232	-0.5363715683951928	0.342	0.311	1	CD4	down
Resf1	0.40777941642614035	0.33176430482230224	0.478	0.459	1	CD4	up
Usp47	0.41063229440948945	0.26794737282384207	0.228	0.197	1	CD4	up
Ap2m1	0.41187498144594276	0.2881380888126205	0.335	0.311	1	CD4	up
Wbp4	0.41558038880019293	0.27638516691112036	0.272	0.246	1	CD4	up
Coq10b	0.41575286431976227	0.2667385028863616	0.513	0.492	1	CD4	up
Clk3	0.4161440460654137	0.25556742015049855	0.199	0.164	1	CD4	up
Dusp6	0.41692110193365545	0.3144509043218512	0.13	0.098	1	CD4	up
Usp14	0.41861553277928915	-0.2624976588823633	0.174	0.213	1	CD4	down
Ap1b1	0.4215850218614072	0.25548620275006534	0.161	0.131	1	CD4	up
Lnpep	0.4238361962860661	0.271910934688234	0.551	0.574	1	CD4	up
Desi2	0.43611890072963105	0.25074236561431706	0.259	0.23	1	CD4	up
Ylpm1	0.43819580077510484	0.25744172127865134	0.231	0.197	1	CD4	up
Rcan3	0.45712385322496246	-0.3313337221649055	0.108	0.131	1	CD4	down
Marcksl1	0.4652354143657337	0.2788691277882634	0.127	0.098	1	CD4	up
Irf4	0.47077181975051613	0.2654768029399498	0.127	0.098	1	CD4	up
Mau2	0.497594311414111	0.27451832321543335	0.301	0.279	1	CD4	up
Eny2	0.5085515667384359	-0.2507113813547974	0.332	0.344	1	CD4	down
Osbpl8	0.510124185990642	0.2649463110192507	0.37	0.361	1	CD4	up
Chka	0.5131927254540584	0.28247029037168553	0.218	0.197	1	CD4	up
Pf4	0.520732612008836	-0.2921573665048818	0.117	0.148	1	CD4	down
Nmt2	0.5286429787195104	0.27802224833594347	0.241	0.213	1	CD4	up
Irf2bp2	0.5434797627339522	0.31249660477803376	0.509	0.557	1	CD4	up
Cyld	0.5626113687608882	0.2756655711275082	0.465	0.459	1	CD4	up
Cpd	0.5689095290243567	0.2648989688734916	0.117	0.098	1	CD4	up
Tyrobp	0.5747022322343862	0.6252209150214887	0.133	0.115	1	CD4	up
Mir142hg	0.5945498526629633	0.25788890019875893	0.215	0.197	1	CD4	up
Vps54	0.6108051431307746	0.2735239410117886	0.19	0.18	1	CD4	up
Ehd3	0.6478121852704621	-0.27021655735184014	0.19	0.213	1	CD4	down
Gpx3	0.6608195661576048	-0.5612955459259077	0.095	0.115	1	CD4	down
Fkbp3	0.6726813738712948	0.27109374453959045	0.437	0.443	1	CD4	up
Hspa9	0.7786410213923496	0.2547553651321415	0.351	0.361	1	CD4	up
Hist1h2ae	0.8844574542301115	-0.4891056721453426	0.114	0.115	1	CD4	down
Hbb-bs	0.9033949402623673	1.0265814357881615	0.465	0.459	1	CD4	up
Tsc22d2	0.9393054375086675	0.34013387440723986	0.301	0.344	1	CD4	up
Ikzf2	0.9547430908153609	-0.7072222594229419	0.196	0.18	1	CD4	down
mt-Cytb	8.140909047060508e-38	-0.595598321310356	1	1	1.6890758090841142e-33	CD8	down
mt-Co3	1.6999342955956862e-33	-0.5222930891251885	1	1	3.52702367650193e-29	CD8	down
Mylpf	4.444837228558497e-31	-0.9354656842375011	0.591	0.881	9.222148281813169e-27	CD8	down
Tnnc2	7.776143134634759e-30	-0.8667650188959664	0.541	0.858	1.6133941775740198e-25	CD8	down
Tpm1	5.042955721903249e-29	-0.8436728651752559	0.623	0.901	1.0463124531804862e-24	CD8	down
mt-Nd4	1.8911965847133452e-28	-0.5178350732179	1	1	3.9238546739632485e-24	CD8	down
Acta1	1.128818354835127e-25	-0.7421352071908018	0.658	0.905	2.3420723226119216e-21	CD8	down
Tnnt3	6.914426126384462e-25	-0.9287743934363524	0.372	0.708	1.434605132702248e-20	CD8	down
mt-Atp6	7.403879576562037e-24	-0.4029250655709209	1	1	1.5361569345450914e-19	CD8	down
mt-Nd1	6.204223598323125e-23	-0.3965503532978438	1	1	1.287252312180082e-18	CD8	down
mt-Co1	1.9204266379806595e-22	-0.36288606654238276	1	1	3.984501188482272e-18	CD8	down
Myl1	5.799685501926975e-22	-0.7593778084216034	0.479	0.767	1.2033187479398086e-17	CD8	down
Tnni2	5.3998574255248605e-21	-0.8886770387456577	0.377	0.688	1.120362418647898e-16	CD8	down
mt-Co2	1.0855168924638882e-20	-0.3361381385061657	1	1	2.2522304484840754e-16	CD8	down
Gm10076	1.3060501170373947e-20	0.6843569839394639	0.906	0.783	2.7097927828291866e-16	CD8	up
Atp2a1	1.8491516990429943e-20	-0.6733465452933713	0.168	0.466	3.8366199451744046e-16	CD8	down
Gm42418	2.7599205449417085e-19	0.3579175528928529	1	1	5.7262831466450565e-15	CD8	up
mt-Nd5	5.493226427371339e-19	-0.5042050529251663	0.974	0.984	1.1397346191510055e-14	CD8	down
mt-Nd2	2.880000958010203e-18	-0.3786428020857544	1	1	5.975425987679569e-14	CD8	down
H2-K1	1.2527309093757806e-17	0.47411091237981395	0.997	1	2.5991660907728695e-13	CD8	up
Car3	2.303978126855757e-16	-0.6519940254568174	0.182	0.439	4.780293817600324e-12	CD8	down
Mb	2.37610082982485e-16	-0.7525386185027272	0.2	0.462	4.929934001720599e-12	CD8	down
Pvalb	5.501156552702708e-14	-0.6595950126329251	0.183	0.423	1.1413799615547578e-9	CD8	down
Tcap	7.078500858098562e-14	-0.6737293579343957	0.18	0.411	1.4686473580382896e-9	CD8	down
Klrk1	3.455894861674025e-13	0.8519305081052069	0.406	0.142	7.170290659001267e-9	CD8	up
H2-Q7	1.8636906811321093e-12	0.5807632209624893	0.913	0.83	3.8667854252129004e-8	CD8	up
Zfp36l2	1.967045648403217e-12	0.6242500090746468	0.957	0.858	4.081226311306995e-8	CD8	up
Tpm2	3.3646584112945743e-12	-0.5334924780703871	0.25	0.478	6.980993271753983e-8	CD8	down
Eno3	6.22967769763116e-12	-0.5571316520218718	0.092	0.269	1.2925335287045132e-7	CD8	down
Cryab	6.513231046615062e-12	-0.4098316566438763	0.084	0.261	1.351365177551693e-7	CD8	down
Klrc1	1.3277047922928791e-11	0.9316200612333048	0.406	0.166	2.7547219030492653e-7	CD8	up
Fasl	1.4524332173800155e-11	0.6654705439921667	0.291	0.075	3.013508439420056e-7	CD8	up
Klhl41	4.470553947948415e-11	-0.3214993820916137	0.022	0.138	9.275505331203372e-7	CD8	down
Cd74	7.636007335288402e-11	1.060464465606831	0.32	0.107	1.5843188019256375e-6	CD8	up
Prg4	8.85851599256138e-11	-1.4799696277655152	0.469	0.652	1.8379648981366353e-6	CD8	down
Myh1	9.004265011581671e-11	-0.49475388776441714	0.106	0.285	1.868204904602965e-6	CD8	down
S100a9	1.0796402199272942e-10	0.8180722757508474	0.586	0.336	2.24003752830515e-6	CD8	up
Rps8	1.266227333208842e-10	-0.2654498369456437	0.998	1	2.6271684709417056e-6	CD8	down
Rpl28	2.1872066923983506e-10	-0.2821894365132689	0.995	0.996	4.538016445388098e-6	CD8	down
H2-D1	2.7610279163026765e-10	0.4023784243200619	0.99	0.98	5.7285807207447936e-6	CD8	up
Id2	1.19962113861551e-9	0.9414314852524295	0.498	0.296	2.48897393839946e-5	CD8	up
Lgals3	2.383990466540411e-9	1.2919207318818127	0.348	0.154	4.946303419978045e-5	CD8	up
H2-Ab1	2.528233789148271e-9	0.7479638480971433	0.248	0.071	5.245579465724833e-5	CD8	up
Ckm	2.906841912506779e-9	-0.6058619176676002	0.346	0.526	6.031115600069065e-5	CD8	down
Hspa8	4.084705656617837e-9	0.5296575032475745	0.957	0.925	8.474947296350688e-5	CD8	up
Csrp3	4.843059568903671e-9	-0.3807828980449321	0.057	0.186	1.0048379993561336e-4	CD8	down
Ccr2	1.0360425988592747e-8	0.7291147403440853	0.19	0.04	2.1495811841132232e-4	CD8	up
Nr4a3	1.2401775383563525e-8	0.6509280655721357	0.721	0.593	2.57312035658176e-4	CD8	up
Gpx3	1.3348804913230418e-8	-0.7533503957412482	0.07	0.202	2.769610043397047e-4	CD8	down
Ccr5	1.3374717228812097e-8	0.5651664769630937	0.233	0.067	2.7749863306339337e-4	CD8	up
B2m	1.8903135616721027e-8	0.29517274124760196	0.993	1	3.9220225777572787e-4	CD8	up
Cd2	2.299179400001499e-8	0.6181177842783889	0.644	0.486	4.77033741912311e-4	CD8	up
Il7r	3.3274727500374954e-8	-0.5281892413580858	0.507	0.684	6.903840461777795e-4	CD8	down
Serinc3	7.969038423666148e-8	0.4679650961475632	0.741	0.573	0.0016534160921422524	CD8	up
H2-Aa	1.1791844140042622e-7	0.8597509986304903	0.238	0.083	0.002446571822176043	CD8	up
Gm20186	1.1869145968389039e-7	-0.4701547890666604	0.514	0.656	0.002462610405521358	CD8	down
Lef1	1.190213128398582e-7	-0.5014024644002351	0.555	0.735	0.002469454198801378	CD8	down
Cxcl2	1.2247387234715053e-7	0.42474289266662446	0.224	0.071	0.002541087903458679	CD8	up
Lcp1	1.294677907005678e-7	0.5613335248491915	0.705	0.569	0.0026861977214553807	CD8	up
S100a8	1.640645243159212e-7	0.7864167626370399	0.493	0.304	0.003404010750506733	CD8	up
Hspb1	1.7010087504722904e-7	-0.36842354565323077	0.067	0.182	0.003529252955479908	CD8	down
Dusp5	1.7851086181838087e-7	0.4282735610959958	0.776	0.609	0.0037037433610077664	CD8	up
Postn	2.2808790850933505e-7	0.25213036535547095	0.116	0.008	0.004732367925751684	CD8	up
Col3a1	2.633640403300322e-7	0.3665983028292681	0.702	0.494	0.005464277108767508	CD8	up
Ttn	2.6587156822922676e-7	-0.4152598502878677	0.176	0.328	0.0055163032976199965	CD8	down
Tnfaip3	2.8504316694833323e-7	0.42708679033641594	0.904	0.775	0.005914075627844018	CD8	up
Ndrg2	3.256823561356097e-7	-0.28193491692513595	0.05	0.154	0.006757257525101631	CD8	down
Tmem108	3.285894074433909e-7	-0.3541972351544036	0.178	0.336	0.006817573025635475	CD8	down
Homer1	3.6947248377337946e-7	0.37934904210197984	0.19	0.051	0.007665815093330077	CD8	up
Aldoa	5.103660437148565e-7	-0.42525211691451004	0.623	0.715	0.010589074674995843	CD8	down
Dad1	5.142013797001789e-7	0.3406659723884833	0.721	0.557	0.010668650226019313	CD8	up
Tdrp	5.490594014542026e-7	-0.4354232433532834	0.241	0.411	0.011391884461371796	CD8	down
Calm1	6.079192674119036e-7	0.3786241039868625	0.921	0.874	0.012613108960262175	CD8	up
Dennd4a	6.09417254383877e-7	0.4658727721741145	0.854	0.755	0.012644189193956679	CD8	up
Gzmb	6.334003781768756e-7	1.0514551832667036	0.168	0.043	0.013141791046413814	CD8	up
Nabp1	6.565577241780163e-7	0.5277882847443445	0.534	0.364	0.013622259661245483	CD8	up
Anxa2	6.660086911247163e-7	0.5818396582417869	0.462	0.289	0.013818348323455614	CD8	up
Junb	7.296467452919622e-7	0.4014504822410663	0.973	0.949	0.015138710671317631	CD8	up
Cox6a2	7.939877460996504e-7	-0.322818570833502	0.091	0.213	0.016473657756075545	CD8	down
Trdn	8.048486989891119e-7	-0.2708306427618982	0.034	0.123	0.016699000806626094	CD8	down
Btg2	9.617316904506897e-7	0.462028711695218	0.834	0.715	0.01995400911347091	CD8	up
Ptprc	1.028385721079782e-6	0.2976132934805995	0.985	0.972	0.021336946940963317	CD8	up
Dapl1	1.0457871354420337e-6	-0.4280980675180358	0.18	0.336	0.021697991486151317	CD8	down
Cyba	1.1903182894056937e-6	0.41972960650133784	0.685	0.545	0.024696723868589333	CD8	up
Lcp2	1.278418915656763e-6	0.4710089569622985	0.38	0.213	0.026524635662046516	CD8	up
Dynll1	1.3645744730412883e-6	0.3892731233722093	0.75	0.597	0.028312191166660648	CD8	up
Cd226	1.4655527950335963e-6	0.43693153370525095	0.216	0.079	0.030407289391357055	CD8	up
Ahnak	1.6668027275954812e-6	0.5808825282580794	0.75	0.609	0.03458282299215104	CD8	up
Ccl5	1.742446355742664e-6	0.5308780687074348	0.69	0.522	0.036152276988948795	CD8	up
AU020206	1.8185842056410513e-6	0.3975766234168394	0.24	0.095	0.03773198509864053	CD8	up
AA467197	1.8836760823124574e-6	0.6796449458881691	0.115	0.016	0.03908251135581887	CD8	up
Ctsd	1.998038365706724e-6	0.5432983260125841	0.575	0.439	0.041455300011683106	CD8	up
Cd69	2.0245699562407157e-6	0.6880675293830765	0.521	0.348	0.042005777452082366	CD8	up
Icos	2.18222526106867e-6	0.5340711643736188	0.38	0.221	0.045276809716652766	CD8	up
Bhlhe40	2.39775311809953e-6	0.5917358976601722	0.389	0.225	0.049748581694329046	CD8	up
Fhl1	2.640958010413147e-6	-0.33432906202460977	0.123	0.253	0.05479459680005197	CD8	down
H2-Eb1	2.960339681421392e-6	0.5839263308707737	0.185	0.059	0.061421127710131036	CD8	up
Ccl4	2.9642189973688288e-6	1.0319617890798156	0.178	0.055	0.06150161575740846	CD8	up
Dnaja1	3.302851456496579e-6	0.4195422226736216	0.863	0.783	0.06852756201939102	CD8	up
Pik3r1	3.351432803855825e-6	0.4591869229976966	0.58	0.431	0.06953552781440066	CD8	up
Cox8b	3.6808788886159766e-6	-0.327068164432878	0.06	0.158	0.07637087518100429	CD8	down
Ppp2ca	3.75231272518699e-6	0.31969337463773106	0.656	0.494	0.07785298442217967	CD8	up
Lilrb4a	3.879976101303573e-6	0.41309219594451896	0.156	0.043	0.08050174414984654	CD8	up
Diaph1	3.982544548454856e-6	0.3765227809116829	0.538	0.352	0.08262983429134134	CD8	up
B4galt5	4.377642578497451e-6	0.34477162559020424	0.185	0.063	0.09082732821866511	CD8	up
Vim	4.518953802802936e-6	1.2176676838568092	0.606	0.455	0.0937592535005553	CD8	up
Vasp	4.571347560648003e-6	0.320111773774687	0.543	0.344	0.09484631918832477	CD8	up
Klrc2	5.343363978505755e-6	0.47330652114104155	0.252	0.115	0.1108641158260374	CD8	up
Des	6.970907599663713e-6	-0.33498049145231995	0.091	0.202	0.1446323908778227	CD8	down
Gm11808	7.962427175385243e-6	-0.33594873682229554	0.714	0.787	0.16520443903489304	CD8	down
Tnnc1	8.083067175607996e-6	-0.2981125200368051	0.094	0.209	0.1677074777595147	CD8	down
Jund	8.165936378474388e-6	0.40851884816991335	0.856	0.775	0.1694268479805866	CD8	up
Nr4a1	9.2351632655141e-6	0.38935786196959543	0.598	0.423	0.19161116743288656	CD8	up
Pik3ap1	9.813805553357047e-6	0.31490294760938387	0.139	0.036	0.203616837621052	CD8	up
Trac	1.0906618134639566e-5	0.42058082211119463	0.705	0.593	0.2262905130575017	CD8	up
Hsph1	1.0984919225659136e-5	0.41991188421945336	0.245	0.115	0.22791510409397575	CD8	up
mt-Nd4l	1.1882763388140583e-5	-0.3226995485206712	0.889	0.945	0.2465435747771408	CD8	down
Cxcr6	1.2103620668756527e-5	0.4853991251501043	0.183	0.067	0.2511259216353604	CD8	up
Itgb1	1.2599384633866435e-5	0.4898079954376462	0.497	0.34	0.2614120323834608	CD8	up
Ctla2a	1.3596466603494473e-5	0.8192139790914057	0.639	0.553	0.2820994890893033	CD8	up
Lars2	1.5169135835422632e-5	0.32091774784203686	0.882	0.818	0.31472923031334876	CD8	up
Ly6e	1.6683103838523835e-5	0.3365276456882831	0.786	0.696	0.34614103844169253	CD8	up
Stip1	1.671833232643517e-5	0.31434401192556327	0.26	0.123	0.3468719591088769	CD8	up
Serpinb9	1.834705204719402e-5	0.5181045464824998	0.392	0.241	0.38066463587518157	CD8	up
Ubl3	1.9346260205346088e-5	0.4513754233699132	0.625	0.49	0.4013962067405206	CD8	up
Fgl2	1.9501350809103018e-5	0.5782465714048435	0.247	0.123	0.4046140265872694	CD8	up
Tbx21	2.1271523880168555e-5	0.35694127025803035	0.158	0.051	0.44134157746573716	CD8	up
Sla	2.22137109004612e-5	0.3459184221700968	0.229	0.103	0.460890073762769	CD8	up
Ctsw	2.3694484857133938e-5	0.34160982779473126	0.594	0.427	0.49161317181581493	CD8	up
Klf6	2.4873473659058912e-5	0.541912596312053	0.705	0.593	0.5160748314781544	CD8	up
Itgal	2.664528170987993e-5	0.43466192503829904	0.551	0.391	0.5528363049165889	CD8	up
Ndfip1	2.7549979422370592e-5	0.33479777780142417	0.699	0.549	0.571606973055345	CD8	up
Baiap2	2.836848393501889e-5	0.3920329501878762	0.2	0.087	0.5885893046837719	CD8	up
Srgn	2.916549348001945e-5	0.32141537530020026	0.967	0.937	0.6051256587234436	CD8	up
Mt1	3.2922574512918034e-5	-0.490173825099409	0.421	0.569	0.6830775759940234	CD8	down
Ifngr1	3.4547167745118265e-5	0.32286384868991735	0.901	0.874	0.7167846363757138	CD8	up
Hif1a	3.5345668696552044e-5	0.38140765237178276	0.478	0.316	0.7333519341160618	CD8	up
Rgs1	3.871485991627173e-5	0.46132164810013476	0.632	0.47	0.8032559135428059	CD8	up
Apoe	3.9777740020596975e-5	0.48248530492542663	0.346	0.209	0.825308549947346	CD8	up
Srsf3	4.302611762135523e-5	0.301751019143661	0.82	0.723	0.8927058884078783	CD8	up
Stk4	4.782672537201986e-5	0.3559663717407999	0.651	0.542	0.9923088980186681	CD8	up
Samsn1	5.0350516179376996e-5	0.40725736854903805	0.385	0.241	1	CD8	up
Retnlg	5.047894978707344e-5	0.41201882399459533	0.134	0.04	1	CD8	up
Gm47283	5.23120010924449e-5	0.37553543861035865	0.459	0.312	1	CD8	up
Cd52	5.2430355621415594e-5	0.3524808720520687	0.971	0.968	1	CD8	up
Coro1a	6.206004914919703e-5	0.28711395843819965	0.909	0.901	1	CD8	up
Anxa1	6.441086580555665e-5	0.6434608000264754	0.229	0.119	1	CD8	up
Cap1	6.444300729508959e-5	0.31579170310938565	0.36	0.217	1	CD8	up
Peak1	6.927711773945146e-5	0.3403439698556393	0.36	0.217	1	CD8	up
Hnrnpa2b1	6.995878375814776e-5	0.26956582408088714	0.911	0.85	1	CD8	up
