ident_1	ident_2	gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	avg_fc	min_abs_fc	max_abs_fc	all_same_direction	direction	n_same_direction	min_p	max_p	significant
CHIKV	mock	Mpeg1	2.707652902070426e-219	1.4862759167540136	0.848	0.307	5.617838241215719e-215	1.2287535537687843e-179	1.161113888899904	0.846	0.406	2.549417873359474e-175	8.265306298575917e-149	1.3736362735624736	0.807	0.331	1.7148857508285313e-144	8.265306298575917e-149	8.122958706211372e-219	1.3403420264054637	1.161113888899904	1.4862759167540136	TRUE	up	3	5.617838241215719e-215	1.7148857508285313e-144	TRUE
CHIKV	mock	Cd52	1.3001357432827205e-139	1.212368698185226	0.742	0.287	2.6975216401629886e-135	3.827250547262568e-111	1.022459276333525	0.73	0.35	7.940779435460376e-107	8.300192946378909e-140	1.6016705173219536	0.749	0.259	1.722124032514696e-135	3.827250547262568e-111	2.4900578839136743e-139	1.2788328306135681	1.022459276333525	1.6016705173219536	TRUE	up	3	1.722124032514696e-135	7.940779435460376e-107	TRUE
CHIKV	mock	Gbp2	6.33560967747934e-92	1.2487150325381144	0.372	0.076	1.3145122958834133e-87	4.32856535821123e-77	1.2862519479973311	0.355	0.09	8.980907405216659e-73	8.788655037335946e-52	1.2308094875228832	0.343	0.076	1.8234701471464621e-47	8.788655037335946e-52	1.9006829032438062e-91	1.2552588226861097	1.2308094875228832	1.2862519479973311	TRUE	up	3	1.3145122958834133e-87	1.8234701471464621e-47	TRUE
CHIKV	mock	H2-D1	0	1.3254970548074918	0.99	0.961	0	0	1.2557977968736336	0.991	0.961	0	9.531262345089564e-204	1.1751578143761297	0.994	0.96	1.9775463113591827e-199	9.531262345089564e-204	0	1.2521508886857518	1.1751578143761297	1.3254970548074918	TRUE	up	3	0	1.9775463113591827e-199	TRUE
CHIKV	mock	S100a9	2.2679244196410914e-180	1.0419178590328424	0.757	0.187	4.705489585871337e-176	1.4996859720764372e-49	-0.8228040078865861	0.322	0.525	3.111548454864192e-45	6.04732365902585e-106	3.396187692234615	0.786	0.378	1.2546987127746835e-101	1.4996859720764372e-49	6.8037732589234125e-180	1.2051005144602904	-0.8228040078865861	3.396187692234615	FALSE	up	2	4.705489585871337e-176	3.111548454864192e-45	TRUE
CHIKV	mock	Nlrp3	1.3878965697159888e-88	1.058849761562676	0.726	0.375	2.879607802846734e-84	9.483494026994359e-81	1.128226830396149	0.704	0.412	1.9676353407207897e-76	1.2270498567965685e-87	1.3210028782330034	0.655	0.265	2.5458830428815205e-83	9.483494026994359e-81	4.1636897091479726e-88	1.1693598233972762	1.058849761562676	1.3210028782330034	TRUE	up	3	2.879607802846734e-84	1.9676353407207897e-76	TRUE
CHIKV	mock	Acod1	3.661486748333861e-69	1.0962888990943058	0.234	0.028	7.596852705443095e-65	8.078808679890063e-64	1.1813882897063877	0.23	0.027	1.6761912249035904e-59	1.6998083553343218e-41	1.0387806478005148	0.219	0.017	3.526762375647651e-37	1.6998083553343218e-41	1.0984460245001465e-68	1.105485945533736	1.0387806478005148	1.1813882897063877	TRUE	up	3	7.596852705443095e-65	3.526762375647651e-37	TRUE
CHIKV	mock	H2-Q7	9.380370472383257e-219	1.0906126349548217	0.556	0.043	1.946239265610078e-214	5.405651191755636e-181	1.0693913940953517	0.525	0.06	1.1215645092654594e-176	8.8087915094701e-118	1.0921139549778658	0.48	0.024	1.8276480623848565e-113	8.8087915094701e-118	2.814111141714892e-218	1.0840393280093463	1.0693913940953517	1.0921139549778658	TRUE	up	3	1.946239265610078e-214	1.8276480623848565e-113	TRUE
CHIKV	mock	B2m	9.352959068082799e-223	0.9858494920335072	0.988	0.983	1.940551947445819e-218	3.712643747497981e-265	0.9834985109776841	0.992	0.988	7.702993247308811e-261	5.794161819005087e-233	1.2761771210390611	0.995	0.965	1.2021726942071754e-228	9.352959068082799e-223	1.113793124249464e-264	1.0818417080167508	0.9834985109776841	1.2761771210390611	TRUE	up	3	7.702993247308811e-261	1.940551947445819e-218	TRUE
CHIKV	mock	Ccl4	1.6740163458442876e-28	0.9815212767040795	0.401	0.206	3.473249114357728e-24	1.364668105920725e-39	1.4229630990191775	0.429	0.221	2.83141338616432e-35	1.3640693926373552e-16	0.8048323801760233	0.294	0.149	2.8301711758439845e-12	1.3640693926373552e-16	4.09400431776215e-39	1.0697722519664268	0.8048323801760233	1.4229630990191775	TRUE	up	3	2.83141338616432e-35	2.8301711758439845e-12	TRUE
CHIKV	mock	Tnip3	7.569543247166257e-94	1.0541507886848602	0.413	0.093	1.570528832922055e-89	2.433518579952016e-91	1.0605621361989916	0.445	0.118	5.049064349684443e-87	1.1915589212358254e-60	0.96430953744686	0.387	0.077	2.4722464497800906e-56	1.1915589212358254e-60	2.27086297414987e-93	1.026340820776904	0.96430953744686	1.0605621361989916	TRUE	up	3	1.570528832922055e-89	2.4722464497800906e-56	TRUE
CHIKV	mock	Cxcl2	5.980306948773413e-51	0.8475077011808558	0.845	0.645	1.2407940857315077e-46	7.641657377124586e-59	0.9347688624645816	0.848	0.692	1.5854910726058092e-54	1.8835928596699942e-56	1.2939844713852322	0.821	0.593	3.908078465243304e-52	5.980306948773413e-51	2.2924972131373745e-58	1.0254203450102233	0.8475077011808558	1.2939844713852322	TRUE	up	3	1.5854910726058092e-54	1.2407940857315077e-46	TRUE
CHIKV	mock	Psmb8	3.3865283500321376e-125	1.0072801568619412	0.758	0.361	7.026369020646679e-121	4.415424152145943e-143	1.1053914924562895	0.731	0.361	9.161122030872402e-139	1.2333529936880495e-82	0.9089693947869952	0.703	0.412	2.5589607913039653e-78	1.2333529936880495e-82	1.3246272456437439e-142	1.0072136813684087	0.9089693947869952	1.1053914924562895	TRUE	up	3	9.161122030872402e-139	2.5589607913039653e-78	TRUE
CHIKV	mock	Lgals3	1.6180898192975902e-61	0.8222379312821873	0.954	0.909	3.35721275707864e-57	2.1434926558252088e-117	1.0564709824184804	0.97	0.901	4.4473185623061434e-113	7.45167867249387e-106	1.1331913071430355	0.968	0.877	1.5460742909690282e-101	1.6180898192975902e-61	6.430477967475676e-117	1.0039667402812344	0.8222379312821873	1.1331913071430355	TRUE	up	3	4.4473185623061434e-113	3.35721275707864e-57	TRUE
CHIKV	mock	Rgs1	2.3976513786446825e-50	0.8456896512384562	0.733	0.463	4.9746470804119874e-46	3.483928154854813e-102	1.1059575347219044	0.751	0.422	7.228454135692766e-98	6.838790196911144e-56	1.0482418395417523	0.638	0.328	1.418912190055124e-51	2.3976513786446825e-50	1.0451784464564362e-101	0.9999630085007043	0.8456896512384562	1.1059575347219044	TRUE	up	3	7.228454135692766e-98	4.9746470804119874e-46	TRUE
CHIKV	mock	Clec12a	2.269764904088006e-100	0.7726788326532852	0.784	0.392	4.7093082230017946e-96	1.936167718659945e-129	0.9098440834108508	0.803	0.416	4.017160782675654e-125	4.652901090711994e-134	1.1617743490343795	0.779	0.316	9.653839183009246e-130	2.269764904088006e-100	1.3958703272135978e-133	0.9480990883661718	0.7726788326532852	1.1617743490343795	TRUE	up	3	9.653839183009246e-130	4.7093082230017946e-96	TRUE
CHIKV	mock	Tnfsf9	8.001440522869131e-29	0.807920561142593	0.519	0.325	1.6601388796848872e-24	2.640421446234975e-40	0.855727642108145	0.527	0.316	5.4783464166483265e-36	1.0359490878373287e-38	1.0996761982456196	0.481	0.248	2.1493871674448894e-34	8.001440522869131e-29	7.921264338704934e-40	0.9211081338321192	0.807920561142593	1.0996761982456196	TRUE	up	3	5.4783464166483265e-36	1.6601388796848872e-24	TRUE
CHIKV	mock	Il1rn	1.107086221953505e-67	0.9008104672556656	0.429	0.142	2.296982493309132e-63	4.7694357686040016e-49	0.767871936454179	0.401	0.168	9.895625332699583e-45	7.311200246158989e-44	1.0706230209184198	0.373	0.117	1.516927827073067e-39	7.311200246158989e-44	3.32125866586052e-67	0.9131018082094214	0.767871936454179	1.0706230209184198	TRUE	up	3	2.296982493309132e-63	1.516927827073067e-39	TRUE
CHIKV	mock	Ctsh	5.83320421334715e-205	1.1551212758610938	0.899	0.432	1.2102732101852667e-200	1.774833019479692e-150	0.9144343525627359	0.875	0.539	3.6824235488164646e-146	6.147622050704967e-69	0.6524735756434776	0.828	0.535	1.2755086230802666e-64	6.147622050704967e-69	1.749961264004131e-204	0.9073430680224358	0.6524735756434776	1.1551212758610938	TRUE	up	3	1.2102732101852667e-200	1.2755086230802666e-64	TRUE
CHIKV	mock	Clec4d	4.5471823714774196e-79	0.8521406858642423	0.631	0.296	9.43449398434135e-75	1.9721040873310676e-68	0.7577957449904331	0.603	0.327	4.0917215603944994e-64	3.476699450327376e-80	1.106260040491355	0.593	0.236	7.213456019539239e-76	1.9721040873310676e-68	1.0430098350982248e-79	0.9053988237820101	0.7577957449904331	1.106260040491355	TRUE	up	3	7.213456019539239e-76	4.0917215603944994e-64	TRUE
CHIKV	mock	Fabp5	3.699636276893927e-83	0.8568506122803454	0.443	0.128	7.67600534729952e-79	2.0241468189871212e-80	0.8744262787671027	0.453	0.145	4.1996998200344794e-76	2.541464907762883e-49	0.945687107566573	0.4	0.124	5.27303139062643e-45	2.541464907762883e-49	1.1098908830681694e-82	0.8923213328713404	0.8568506122803454	0.945687107566573	TRUE	up	3	7.67600534729952e-79	5.27303139062643e-45	TRUE
CHIKV	mock	Basp1	2.9090369653493875e-68	0.6851158019454443	0.499	0.193	6.035669895706909e-64	7.331990120270876e-70	0.8321651187368044	0.475	0.189	1.5212413101538014e-65	2.5685096755687923e-75	1.0853665370170145	0.483	0.124	5.3291438748701306e-71	2.9090369653493875e-68	7.705529026706278e-75	0.8675491525664211	0.6851158019454443	1.0853665370170145	TRUE	up	3	5.3291438748701306e-71	6.035669895706909e-64	TRUE
CHIKV	mock	Cxcl1	5.160730388475172e-13	0.6578021587013969	0.428	0.29	1.0707483410008286e-8	2.0175772161159667e-16	0.7699532306067436	0.413	0.279	4.186069207997408e-12	2.0549918243957356e-40	1.1683715155497922	0.466	0.196	4.2636970372562724e-36	5.160730388475172e-13	6.16497547318719e-40	0.8653756349526442	0.6578021587013969	1.1683715155497922	TRUE	up	3	4.2636970372562724e-36	1.0707483410008286e-8	TRUE
CHIKV	mock	Ccl8	4.944503312986386e-39	1.1975945654939972	0.302	0.108	1.0258855473784154e-34	4.708202635876344e-7	0.8977872729211855	0.23	0.16	0.009768578828916238	0.7965645494307321	0.47785513907273924	0.174	0.171	1	0.7965645494307321	1.4833509938959131e-38	0.8577456591626407	0.47785513907273924	1.1975945654939972	TRUE	up	3	1.0258855473784154e-34	1	TRUE
CHIKV	mock	Iigp1	1.8854798900431492e-77	0.9109485690119244	0.249	0.027	3.911993675861526e-73	1.805542466723901e-69	0.8646630594871506	0.248	0.029	3.7461395099587496e-65	1.271985412461357e-41	0.7893842584240914	0.224	0.019	2.639115333774823e-37	1.271985412461357e-41	5.656439670129398e-77	0.8549986289743888	0.7893842584240914	0.9109485690119244	TRUE	up	3	3.911993675861526e-73	2.639115333774823e-37	TRUE
CHIKV	mock	Tmsb10	1.456674792932873e-48	0.7997435917223474	0.797	0.52	3.0223088603771247e-44	2.4899945785528506e-44	0.4993789398825126	0.776	0.585	5.166240751581455e-40	3.520597701945858e-78	1.2589095376102866	0.793	0.495	7.304536111997266e-74	2.4899945785528506e-44	1.0561793105837688e-77	0.8526773564050488	0.4993789398825126	1.2589095376102866	TRUE	up	3	7.304536111997266e-74	5.166240751581455e-40	TRUE
CHIKV	mock	AW112010	1.2088638142384117e-105	0.7384687021536306	0.34	0.038	2.5081506417818565e-101	3.48657717276282e-83	0.8193821342216856	0.34	0.063	7.233950318048298e-79	1.3633266449482198e-58	0.970726874392205	0.326	0.046	2.8286301229385667e-54	1.3633266449482198e-58	3.626591442715177e-105	0.8428592369225071	0.7384687021536306	0.970726874392205	TRUE	up	3	2.5081506417818565e-101	2.8286301229385667e-54	TRUE
CHIKV	mock	Ctss	1.0436478200433929e-128	1.09037634770349	0.984	0.971	2.1653604970260313e-124	2.7645642360346744e-69	0.6904592812740638	0.988	0.985	5.735917876924742e-65	9.567832602762127e-34	0.7371590614035552	0.986	0.967	1.985133908421086e-29	9.567832602762127e-34	3.1309434601301463e-128	0.8393315634603696	0.6904592812740638	1.09037634770349	TRUE	up	3	2.1653604970260313e-124	1.985133908421086e-29	TRUE
CHIKV	mock	Bcl2a1b	5.794397338125303e-29	0.5762517208686662	0.533	0.316	1.202221559714238e-24	1.4863932897497656e-35	0.6854836646157945	0.556	0.353	3.0839687975728138e-31	1.3192042292314669e-58	1.2527755984942144	0.5	0.187	2.7370849348094474e-54	5.794397338125303e-29	3.957612687694432e-58	0.8381703279928917	0.5762517208686662	1.2527755984942144	TRUE	up	3	2.7370849348094474e-54	1.202221559714238e-24	TRUE
CHIKV	mock	Slamf7	5.278423057796519e-138	0.8297796480241083	0.64	0.171	1.0951672160316217e-133	7.173685618884121e-115	0.844682625994514	0.629	0.23	1.4883962922060776e-110	9.772168383375809e-67	0.8345978628409996	0.534	0.196	2.0275294961828127e-62	9.772168383375809e-67	1.5835269173389145e-137	0.8363533789532073	0.8297796480241083	0.844682625994514	TRUE	up	3	1.0951672160316217e-133	2.0275294961828127e-62	TRUE
CHIKV	mock	Cxcl16	1.6352613584187506e-78	0.8119678192025441	0.765	0.459	3.3928402664472238e-74	1.1196511675062155e-85	0.7991096427189552	0.784	0.531	2.323052242341896e-81	1.083370427981655e-62	0.8836899278841637	0.719	0.471	2.2477769639763375e-58	1.083370427981655e-62	3.358953502518625e-85	0.831589129935221	0.7991096427189552	0.8836899278841637	TRUE	up	3	2.323052242341896e-81	2.2477769639763375e-58	TRUE
CHIKV	mock	Cxcl10	5.594112556599744e-23	0.7968002396090186	0.147	0.044	1.1606664732433148e-18	1.454770997723424e-20	0.8216983645937902	0.129	0.037	3.01835886607656e-16	1.8058139423894882e-16	0.8743415774770551	0.139	0.035	3.74670276766971e-12	1.8058139423894882e-16	1.6782337669799248e-22	0.8309467272266213	0.7968002396090186	0.8743415774770551	TRUE	up	3	1.1606664732433148e-18	3.74670276766971e-12	TRUE
CHIKV	mock	Tnfaip2	1.2100668669303486e-47	0.9062439357016667	0.801	0.601	2.5106467355070873e-43	7.29567946301114e-45	0.7511963539474782	0.818	0.662	1.5137075749855514e-40	1.5529876974362128e-35	0.8067660593366013	0.77	0.601	3.2221388746406542e-31	1.5529876974362128e-35	3.630200600791044e-47	0.8214021163285821	0.7511963539474782	0.9062439357016667	TRUE	up	3	2.5106467355070873e-43	3.2221388746406542e-31	TRUE
CHIKV	mock	Pde4b	8.221699418350939e-105	0.8102916245323672	0.621	0.23	1.705838195319453e-100	2.007364156082139e-60	0.6411128715205008	0.566	0.298	4.164879151039222e-56	1.7278009194416702e-84	1.0063610465217163	0.566	0.183	3.584841347657577e-80	2.007364156082139e-60	2.4665098255053056e-104	0.8192551808581948	0.6411128715205008	1.0063610465217163	TRUE	up	3	1.705838195319453e-100	4.164879151039222e-56	TRUE
CHIKV	mock	Tnfaip3	8.023298682311306e-77	0.8164160188940359	0.786	0.487	1.6646740106059497e-72	5.367119548226534e-63	0.7429088511048616	0.776	0.567	1.1135699638660413e-58	3.2013650273427064e-59	0.8705113151370196	0.73	0.464	6.642192158730647e-55	3.2013650273427064e-59	2.4069896046933684e-76	0.8099453950453057	0.7429088511048616	0.8705113151370196	TRUE	up	3	1.6646740106059497e-72	6.642192158730647e-55	TRUE
CHIKV	mock	Aif1	2.0834936879903165e-97	0.8574170902490614	0.8	0.433	4.3228327038423085e-93	9.263339146613364e-85	0.769511441320897	0.803	0.529	1.9219576061393408e-80	1.820678770229742e-61	0.7949767815846234	0.736	0.466	3.777544312472669e-57	1.820678770229742e-61	6.250481063971017e-97	0.8073017710515272	0.769511441320897	0.8574170902490614	TRUE	up	3	4.3228327038423085e-93	3.777544312472669e-57	TRUE
CHIKV	mock	Ly6e	4.2095949809265503e-78	0.7357914543451001	0.898	0.625	8.734067666426406e-74	1.47591499444947e-61	0.5995270243053765	0.851	0.627	3.06222843048376e-57	3.0588034662202078e-89	0.9753139591348319	0.852	0.575	6.346405431713687e-85	1.47591499444947e-61	9.176410398660689e-89	0.7702108125951028	0.5995270243053765	0.9753139591348319	TRUE	up	3	6.346405431713687e-85	3.06222843048376e-57	TRUE
CHIKV	mock	Apoe	6.560736546596765e-49	1.0455002192975051	0.928	0.831	1.3612216186878969e-44	1.7945709333830686e-24	0.7687824955328777	0.906	0.895	3.7233757725831906e-20	0.03455781837557614	0.4683156082755522	0.851	0.881	1	0.03455781837557614	1.968220963979037e-48	0.7608661077019784	0.4683156082755522	1.0455002192975051	TRUE	up	3	1.3612216186878969e-44	1	TRUE
CHIKV	mock	Id2	1.308539703905136e-32	0.5360439844716405	0.8	0.581	2.7149581776623764e-28	4.3955362542907963e-44	0.7334527390805721	0.77	0.579	9.119858620402544e-40	2.535414703404171e-55	1.0031757694044228	0.76	0.495	5.260478426622974e-51	1.308539703905136e-32	7.606244110212524e-55	0.7575574976522118	0.5360439844716405	1.0031757694044228	TRUE	up	3	5.260478426622974e-51	2.7149581776623764e-28	TRUE
CHIKV	mock	Lyz2	2.4987005981822535e-116	0.91896388815268	0.993	0.99	5.184304001108539e-112	2.648156410491383e-77	0.6926300456546448	0.994	0.996	5.494394920487521e-73	2.01529563519844e-49	0.6235332233812514	0.994	0.989	4.181335383909723e-45	2.01529563519844e-49	7.496101794546692e-116	0.7450423857295254	0.6235332233812514	0.91896388815268	TRUE	up	3	5.184304001108539e-112	4.181335383909723e-45	TRUE
CHIKV	mock	Ccrl2	6.389907894547585e-75	0.8112408530038281	0.468	0.158	1.3257780899607329e-70	2.732965427019707e-51	0.6837589134193383	0.444	0.198	5.670356667980487e-47	2.7356319495387186e-41	0.7390556383032089	0.372	0.13	5.675889168902933e-37	2.7356319495387186e-41	1.9169723683642714e-74	0.7446851349087917	0.6837589134193383	0.8112408530038281	TRUE	up	3	1.3257780899607329e-70	5.675889168902933e-37	TRUE
CHIKV	mock	Cd14	1.2437818287289053e-77	0.9338226677485388	0.922	0.777	2.5805985382467327e-73	5.502942499077637e-47	0.656157867015589	0.911	0.825	1.1417505097086281e-42	3.4984746835815136e-21	0.6395677713180379	0.864	0.82	7.258635273494924e-17	3.4984746835815136e-21	3.7313454861867596e-77	0.7431827686940552	0.6395677713180379	0.9338226677485388	TRUE	up	3	2.5805985382467327e-73	7.258635273494924e-17	TRUE
CHIKV	mock	Coro1a	6.568576047988681e-78	0.6946172626256537	0.89	0.636	1.3628481584366916e-73	2.1074212919281343e-84	0.6155159606604004	0.893	0.667	4.3724776964924926e-80	1.2432366180807312e-88	0.9013271801892071	0.882	0.616	2.579467335193901e-84	6.568576047988681e-78	3.729709854242138e-88	0.7371534678250871	0.6155159606604004	0.9013271801892071	TRUE	up	3	2.579467335193901e-84	1.3628481584366916e-73	TRUE
CHIKV	mock	Malt1	6.509621213964613e-73	0.6935115688366615	0.463	0.16	1.350616209473378e-68	6.956136441355831e-35	0.5401303197218706	0.389	0.199	1.4432591888525078e-30	8.494697463173116e-58	0.8564290653995353	0.444	0.14	1.7624798296591582e-53	6.956136441355831e-35	1.9528863641893828e-72	0.6966903179860225	0.5401303197218706	0.8564290653995353	TRUE	up	3	1.350616209473378e-68	1.4432591888525078e-30	TRUE
CHIKV	mock	Slfn2	3.815244395698874e-66	0.7606196566723131	0.925	0.759	7.915869072196024e-62	5.054319535491104e-46	0.6059805269014262	0.891	0.791	1.0486702172236942e-41	8.398815680360784e-51	0.7180420332158319	0.886	0.722	1.7425862773612555e-46	5.054319535491104e-46	1.1445733187096606e-65	0.6948807389298571	0.6059805269014262	0.7606196566723131	TRUE	up	3	7.915869072196024e-62	1.0486702172236942e-41	TRUE
CHIKV	mock	H2-Q6	2.9838629342230673e-155	0.6476156769215017	0.391	0.018	6.19091881592602e-151	1.8977783930212659e-121	0.7035711866084238	0.372	0.032	3.9375106098405224e-117	1.765744971229215e-74	0.7216871110415515	0.35	0.023	3.6635676663063757e-70	1.765744971229215e-74	8.951588802669266e-155	0.6909579915238256	0.6476156769215017	0.7216871110415515	TRUE	up	3	6.19091881592602e-151	3.6635676663063757e-70	TRUE
CHIKV	mock	Sdc4	5.072370871867002e-32	0.5733802053784456	0.843	0.639	1.0524155084949656e-27	1.4103001307152543e-56	0.7890021374873735	0.853	0.681	2.9260907112080095e-52	6.351618143291968e-21	0.6409288212549331	0.761	0.665	1.3178337323702175e-16	6.351618143291968e-21	4.230900392145703e-56	0.6677703880402507	0.5733802053784456	0.7890021374873735	TRUE	up	3	2.9260907112080095e-52	1.3178337323702175e-16	TRUE
CHIKV	mock	Prdx5	9.940087345934804e-48	0.669576727896176	0.796	0.527	2.0623693225345533e-43	7.163487167672701e-36	0.592934083809707	0.754	0.59	1.486280317548732e-31	5.150452859838006e-37	0.7268469792610086	0.726	0.567	1.0686159593591895e-32	7.163487167672701e-36	2.9820262037804162e-47	0.6631192636556306	0.592934083809707	0.7268469792610086	TRUE	up	3	2.0623693225345533e-43	1.486280317548732e-31	TRUE
CHIKV	mock	H2-T23	4.981185739021792e-71	0.6351501803729062	0.749	0.427	1.0334964171322414e-66	8.640520196051783e-48	0.6075723776815594	0.674	0.466	1.792735130276824e-43	1.218140533613701e-53	0.7361921004247015	0.673	0.416	2.5273979791417068e-49	8.640520196051783e-48	1.4943557217065257e-70	0.6596382194930557	0.6075723776815594	0.7361921004247015	TRUE	up	3	1.0334964171322414e-66	1.792735130276824e-43	TRUE
CHIKV	mock	Pim1	2.957328464763938e-74	0.77621988887560045	0.867	0.667	6.135865098692218e-70	4.471424271731417e-41	0.5019828481609396	0.859	0.733	9.277311078988344e-37	1.209508343504594e-66	0.6589856424280223	0.872	0.645	2.5094879111033313e-62	4.471424271731417e-41	8.87198539429186e-74	0.6457294598215207	0.5019828481609396	0.77621988887560045	TRUE	up	3	6.135865098692218e-70	9.277311078988344e-37	TRUE
CHIKV	mock	Irf1	6.646273804020841e-52	0.6524992272650695	0.565	0.279	1.3789688888582441e-47	3.326077753169481e-54	0.6832348468676029	0.525	0.277	6.900946122276039e-50	2.569883646297431e-30	0.5976607785049908	0.477	0.264	5.33199458933791e-26	2.569883646297431e-30	9.978233259508363e-54	0.6444649508792211	0.5976607785049908	0.6832348468676029	TRUE	up	3	6.900946122276039e-50	5.33199458933791e-26	TRUE
CHIKV	mock	Gm10076	3.667540182868887e-23	-0.37620690620730457	0.797	0.769	7.609412371416367e-19	3.517864650196204e-217	1.0884219397668282	0.898	0.564	7.298865576227084e-213	3.089749299104195e-176	1.2169570247742305	0.847	0.44	6.410611845781384e-172	3.667540182868887e-23	1.055359395058856e-216	0.6430573527779181	-0.37620690620730457	1.2169570247742305	FALSE	up	2	7.298865576227084e-213	7.609412371416367e-19	TRUE
CHIKV	mock	Nfkbia	1.224576304344241e-70	0.8006048722989734	0.922	0.819	2.5407509162534315e-66	3.053543779214736e-34	0.4726411868686884	0.905	0.86	6.335492633114735e-30	6.173205667694788e-42	0.6428237906818643	0.895	0.808	1.2808167119333145e-37	3.053543779214736e-34	3.673728913032673e-70	0.6386899499498421	0.4726411868686884	0.8006048722989734	TRUE	up	3	2.5407509162534315e-66	6.335492633114735e-30	TRUE
