gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
Ptpn1	3.57751416646949e-23	0.4345988367601392	0.697	0.43	7.422626392590898e-19	1.0546633758122154e-12	0.2631795568917683	0.742	0.579	2.1882155721351846e-8	1.9434860318308318e-10	0.1493821537813469	0.616	0.434	4.03234481884261e-6	1.9434860318308318e-10	1.073254249940845e-22	0.1493821537813469
Ppt1	1.5503379757988875e-12	0.14918025885802366	0.507	0.297	3.2166412321875316e-8	6.681865882209196e-14	0.163197989520517	0.59	0.387	1.3863535332407639e-9	9.672563410911314e-12	0.21661785436617087	0.476	0.298	2.0068634564958793e-7	9.672563410911314e-12	2.0045597646626287e-13	0.14918025885802366
Picalm	0.002553201896311536	0.14912235107673055	0.843	0.771	1	2.0163574650155653e-5	0.16513569405138062	0.869	0.817	0.4183538468414295	3.400945555212335e-8	0.23427276823969123	0.845	0.697	7.056281837954553e-4	0.002553201896311536	1.0202836318644115e-7	0.14912235107673055
Hvcn1	3.330244450943637e-14	0.1489868292195305	0.176	0.051	6.909591186817858e-10	7.050983696902425e-17	0.1658380382449683	0.211	0.095	1.462938097433315e-12	3.5254986661890792e-12	0.2476585473689906	0.179	0.062	7.314704632609102e-8	3.5254986661890792e-12	2.115295109070719e-16	0.1489868292195305
Metrnl	8.824299015629499e-20	0.44997774222794096	0.788	0.593	1.8308655597628086e-15	1.1115125610593475e-5	0.14857492210628132	0.782	0.707	0.2306166261685934	7.724575231859726e-8	0.15780862766906423	0.762	0.598	0.001602694869106256	1.1115125610593475e-5	2.647289704688848e-19	0.14857492210628132
Arhgap15	1.321481844641023e-12	0.14855105320842144	0.366	0.187	2.7418105312611943e-8	1.0270870724910722e-35	0.2581575648291619	0.435	0.197	2.1310002580044766e-31	5.844752491690967e-13	0.20553244012267224	0.352	0.185	1.2126692469760419e-8	1.321481844641023e-12	3.0812612174732197e-35	0.14855105320842144
Rpl27	1.7185021419838823e-20	0.3685017163738724	0.918	0.828	3.565548244188159e-16	4.1389632938418835e-4	0.1476477361628996	0.883	0.896	1	1.7769990935265733e-9	0.2047650386386164	0.92	0.831	3.686917719248934e-5	4.1389632938418835e-4	5.155506425951637e-20	0.1476477361628996
Csf3r	5.800689819499446e-12	0.14751074123818778	0.156	0.048	1.203527123749745e-7	4.7885419750329357e-32	0.16897349446632956	0.213	0.062	9.935266889798334e-28	4.586826364001623e-17	0.20613804305512184	0.183	0.039	9.516747340030566e-13	5.800689819499446e-12	1.436562592509877e-31	0.14751074123818778
Hk2	6.850558243398281e-8	0.20112927753823284	0.405	0.265	0.0014213538243402753	2.5471641947929367e-9	0.29319741152389667	0.512	0.376	5.284856271356385e-5	3.873187339085171e-11	0.14721679375745822	0.442	0.268	8.036089091133913e-7	6.850558243398281e-8	1.161956201680549e-10	0.14721679375745822
Tgoln1	0.28105251316619795	-0.15930634283876044	0.642	0.575	1	1.2603086377032998e-8	-0.24739494113820704	0.697	0.673	2.6148883615068064e-4	1.1482819925123616e-8	0.14712636821330394	0.665	0.467	2.382455478064648e-4	0.28105251316619795	3.444845937980548e-8	0.14712636821330394
Limd2	3.51720990592272e-13	0.19916474944560597	0.198	0.071	7.2975071128084594e-9	1.0683879747565442e-29	0.23415553193038538	0.231	0.079	2.216691370024878e-25	5.232582341729235e-10	0.14658431940171274	0.182	0.071	1.0856561842619818e-5	5.232582341729235e-10	3.2051639242696066e-29	0.14658431940171274
Atp2b1	1.1707981434813609e-11	0.26677949204246554	0.922	0.885	2.429171988095128e-7	1.067754735812888e-23	0.3757156813669029	0.916	0.94	2.21537752586458e-19	1.7520663330983676e-5	0.1457137074179813	0.935	0.84	0.3635187227912493	1.7520663330983676e-5	3.203264207438649e-23	0.1457137074179813
Frrs1	7.421859850240279e-13	0.21728219954970973	0.369	0.192	1.539887481727853e-8	5.3459888303933503e-17	0.16178392473414438	0.428	0.245	1.1091857625300124e-12	3.164491540975759e-10	0.14459155500735466	0.346	0.19	6.5656870492165054e-6	3.164491540975759e-10	1.603796649118007e-16	0.14459155500735466
Rps27rt	0.7258706742213408	-0.15077956091292477	0.689	0.566	1	7.519309139981182e-12	0.16973265010363048	0.683	0.492	1.560106260363296e-7	8.143520884671274e-11	0.144505305338944	0.671	0.466	1.689617713151596e-6	0.7258706742213408	2.2557927419773943e-11	0.144505305338944
Cpne2	3.4807790620101335e-15	0.17872857244440354	0.262	0.104	7.221920397858625e-11	1.2929655000667979e-22	0.16767522424863956	0.325	0.153	2.6826448195385922e-18	2.4887086190338475e-9	0.14426930967483842	0.249	0.125	5.163572642771427e-5	2.4887086190338475e-9	3.878896500200375e-22	0.14426930967483842
Syngr2	7.976714791771237e-15	0.20082051355378294	0.559	0.327	1.6550087849966962e-10	1.53813800978093e-12	0.1438726636148825	0.605	0.401	3.191328742693473e-8	6.72335471530326e-10	0.17815715784758268	0.495	0.33	1.3949616363311203e-5	6.72335471530326e-10	2.3930144375313533e-14	0.1438726636148825
Rnase6	2.6699828272956834e-12	0.18754541427774643	0.145	0.041	5.539680370073084e-8	2.723957556591586e-38	0.14487972298769825	0.163	0.028	5.651667138416223e-34	9.596759096325692e-12	0.1438699236585858	0.135	0.032	1.9911355773056547e-7	9.596759096325692e-12	8.171872669774745e-38	0.1438699236585858
Laptm5	2.799413614302576e-9	0.15238359773470567	0.931	0.934	5.8082233669549846e-5	1.3506401422418789e-8	0.1435170158766117	0.922	0.96	2.80230816712345e-4	3.1015347201455388e-9	0.17506117530166643	0.957	0.878	6.435064237357964e-5	1.3506401422418789e-8	8.39824081939759e-9	0.1435170158766117
Irf2bpl	1.3322007660326e-9	0.1426785537132763	0.39	0.231	2.7640501493644385e-5	0.5629945727636826	-0.14515440654521128	0.418	0.351	1	8.927996208699044e-11	0.16413799290783915	0.389	0.228	1.8523806533808777e-6	0.5629945727636826	2.678398862370589e-10	0.1426785537132763
Anpep	3.53044556211233e-15	0.19371235210325238	0.154	0.035	7.324968452270663e-11	7.282012108891957e-27	0.141777287882486	0.194	0.062	1.5108718723529032e-22	1.8998647907766825e-10	0.1691336545160639	0.162	0.056	3.941839467903461e-6	1.8998647907766825e-10	2.184603632667583e-26	0.141777287882486
Kdm6b	6.216426453737889e-24	0.5567577582437018	0.816	0.65	1.2897841606215373e-19	5.741371630228077e-4	0.14117545726234804	0.819	0.779	1	3.332349349873953e-21	0.4650768405763004	0.82	0.614	6.913958431118478e-17	5.741371630228077e-4	1.8649279361213564e-23	0.14117545726234804
Prpf40a	1.657353197712873e-9	0.20158618486477087	0.642	0.442	3.438676414614669e-5	1.8348350498563294e-8	0.1410042526820101	0.692	0.53	3.806915761441912e-4	2.060961033287136e-9	0.1551116428072299	0.599	0.418	4.27608195186415e-5	1.8348350498563294e-8	4.972059584898168e-9	0.1410042526820101
Ciao2a	1.2751408671477421e-12	0.17026548408927966	0.408	0.222	2.6456622711581353e-8	5.046736206883168e-13	0.14074731296606158	0.396	0.239	1.0470968282041197e-8	3.9617248915689675e-16	0.23693672218933592	0.387	0.196	8.219786805027293e-12	1.2751408671477421e-12	1.1885174674706862e-15	0.14074731296606158
Sh2b2	5.291477321485605e-19	0.26442093857912063	0.239	0.074	1.0978757146618332e-14	2.720116317123795e-20	0.14040526435460293	0.305	0.147	5.64369733476845e-16	3.3650798764242293e-22	0.33661235098174397	0.259	0.071	6.98186772760499e-18	5.291477321485605e-19	1.009523962927263e-21	0.14040526435460293
Lat2	1.980300318335445e-14	0.21740396684076857	0.498	0.281	4.1087271004823815e-10	1.1448797244467742e-13	0.14036646193602464	0.524	0.344	2.3753964522821673e-9	1.1539885918703721e-17	0.19369359706381628	0.492	0.272	2.394295530412648e-13	1.1448797244467742e-13	3.4619657756110974e-17	0.14036646193602464
Cd200r4	2.600411998635473e-19	0.16509169769938897	0.147	0.017	5.3953348147688795e-15	5.0321654843811575e-29	0.1390755578384186	0.171	0.045	1.0440736946994026e-24	4.469114595269964e-19	0.2346901988982477	0.141	0.007	9.27251896226612e-15	4.469114595269964e-19	1.5096496453143335e-28	0.1390755578384186
Lyn	1.1353283422476991e-17	0.35009362333622773	0.775	0.554	2.355579244495526e-13	2.055377436046871e-5	0.13853650319666522	0.775	0.668	0.42644971043100477	2.23747153824635e-18	0.35261633907090584	0.735	0.522	4.642305947553527e-14	2.055377436046871e-5	6.712414614739036e-18	0.13853650319666522
Igsf8	1.582393240561037e-11	0.14470714994683137	0.3	0.149	3.2831494955160396e-7	1.6008651862726587e-22	0.16291320264226716	0.381	0.191	3.3214750884785123e-18	1.963024793399344e-8	0.138496785019736	0.268	0.148	4.0728838413449587e-4	1.963024793399344e-8	4.802595558817971e-22	0.138496785019736
Prex1	6.499481162637653e-10	0.14132955328028463	0.422	0.249	1.3485123516240601e-5	1.6238285628098948e-20	0.14604657475568172	0.48	0.266	3.3691195021179696e-16	8.142692028114416e-10	0.13760870496551492	0.379	0.224	1.689445741993179e-5	8.142692028114416e-10	4.8714856884296644e-20	0.13760870496551492
Slc35b2	1.5291892411691175e-9	0.13712235981450005	0.251	0.125	3.172761837577685e-5	1.1880071876475593e-12	0.14132987257710716	0.33	0.19	2.4648773129311562e-8	1.0270099935716777e-7	0.151819449247512	0.25	0.139	0.002130840334662517	1.0270099935716777e-7	3.5640215629384462e-12	0.13712235981450005
Rpl38	1.2398368655375623e-9	0.14357695974825635	0.965	0.959	2.5724135286173343e-5	6.664629390307027e-94	0.5623006938632544	0.938	0.971	1.382777305900902e-89	8.787250896542147e-8	0.13638733719196283	0.972	0.926	0.0018231788160145647	8.787250896542147e-8	1.999388817092119e-93	0.13638733719196283
Ifi209	1.3251440988863284e-13	0.13563164596241326	0.148	0.036	2.749408976369354e-9	2.7128632839180323e-31	0.1417562185369333	0.18	0.046	5.6286487414731335e-27	1.915005637366916e-15	0.17223157695766766	0.187	0.048	3.9732536964088773e-11	1.3251440988863284e-13	8.13858985175408e-31	0.13563164596241326
Ccl12	6.297925523977758e-10	0.4442520418012015	0.16	0.063	1.3066935877149052e-5	2.351242154820625e-16	0.5676859503860832	0.188	0.086	4.8783572228218325e-12	0.003035002049658423	0.13561964858055586	0.11	0.067	1	0.003035002049658423	7.053726464461856e-16	0.13561964858055586
Gm4951	1.3039319747035061e-11	0.17558110769723093	0.12	0.029	2.7053980611148343e-7	3.7324093240309296e-31	0.20711545439090645	0.151	0.032	7.744002865499372e-27	3.272537545672167e-7	0.13539117760632285	0.11	0.039	0.006789860899760612	3.272537545672167e-7	1.1197227972092836e-30	0.13539117760632285
Tnfaip8	1.2643423122385918e-10	0.19710061540733326	0.547	0.362	2.62325742943263e-6	3.860080762351162e-8	0.13981958472669342	0.617	0.453	8.00889556572619e-4	2.763066402452628e-8	0.13525553739991802	0.522	0.363	5.732810171808712e-4	3.860080762351162e-8	3.7930269362362175e-10	0.13525553739991802
Capzb	6.020153874194137e-7	0.17307778019763997	0.836	0.701	0.012490615258177995	5.5450672753050645e-6	0.15743872152919902	0.842	0.765	0.11504905582802948	1.0367020063954668e-6	0.13505351480608607	0.816	0.67	0.021509493228693145	5.5450672753050645e-6	1.8060450749908771e-6	0.13505351480608607
Ptk2b	2.4831236609552687e-20	0.2469412637182713	0.316	0.118	5.151984971749991e-16	1.0548027298415264e-21	0.13492770971625773	0.346	0.167	2.188504703875199e-17	4.988312678793913e-14	0.18773274268668444	0.315	0.15	1.034975114596161e-9	4.988312678793913e-14	3.1644081895245806e-21	0.13492770971625773
Syk	1.6892363226132518e-7	0.13492038020517083	0.641	0.46	0.0035048275221579747	6.068013234461798e-22	0.26966207872553327	0.715	0.484	1.2589913858861338e-17	3.0685033308237938e-9	0.1799289536364317	0.628	0.459	6.366530710793207e-5	1.6892363226132518e-7	1.820403970338535e-21	0.13492038020517083
Slc4a7	9.788423836663378e-11	0.15942451266299507	0.418	0.247	2.0309021776309176e-6	2.506220251533578e-11	0.1345111275158697	0.493	0.317	5.199905777881867e-7	2.2085449523519853e-15	0.3170609685790866	0.411	0.222	4.582289067139899e-11	9.788423836663378e-11	6.625634857055944e-15	0.1345111275158697
Adgre1	3.197516331359516e-9	0.22176480753109384	0.757	0.614	6.634206884304724e-5	2.0956016641745793e-4	0.1342068692858811	0.797	0.713	1	8.801298912992178e-23	0.4732567976884532	0.778	0.573	1.8260934984676172e-18	2.0956016641745793e-4	2.6403896738976507e-22	0.1342068692858811
Xylt1	2.1166351635199466e-12	0.13419099850329091	0.256	0.113	4.391594637271185e-8	7.385394741973192e-30	0.1920560720132954	0.318	0.132	1.5323217010645979e-25	6.154066654155082e-16	0.21533484885727322	0.269	0.106	1.2768457494040965e-11	2.1166351635199466e-12	2.2156184225919493e-29	0.13419099850329091
G530011O06Rik	9.292053036574317e-20	0.4068632304716637	0.294	0.11	1.9279151640284394e-15	2.882748551276352e-25	0.3389122332833622	0.338	0.161	5.9811266941881755e-21	1.7645193104063987e-4	0.13411433107606247	0.172	0.108	1	1.7645193104063987e-4	8.648245653829044e-25	0.13411433107606247
Dmxl2	5.15251740583469e-17	0.22451811716057746	0.236	0.078	1.0690443113625815e-12	4.048121356130602e-25	0.21453752848104052	0.267	0.112	8.399042189699773e-21	7.926731237779509e-10	0.13384306922532352	0.229	0.109	1.6446381972144925e-5	7.926731237779509e-10	1.2144364068391756e-24	0.13384306922532352
Ms4a6c	5.534634614231332e-10	0.15161867704478715	0.695	0.477	1.1483259897607167e-5	1.3112152201388037e-6	0.13382966541166752	0.73	0.599	0.0272050933874399	1.4929408048782216e-15	0.28220284871276546	0.692	0.476	3.097553581961334e-11	1.3112152201388037e-6	4.478822414634657e-15	0.13382966541166752
Nr4a3	6.426788727416841e-11	0.20881883124785827	0.207	0.089	1.333430125164446e-6	5.143752535084397e-4	0.13353543772497156	0.233	0.172	1	2.1921736307664797e-20	0.4658288138253561	0.289	0.099	4.548321849114292e-16	5.143752535084397e-4	6.576520892299412e-20	0.13353543772497156
Rasa4	3.86469869275495e-11	0.13344465775806091	0.309	0.155	8.01847684772797e-7	1.4686378713237548e-32	0.25355725342683444	0.362	0.154	3.0471298554225265e-28	2.2883963430848707e-9	0.17448718741891134	0.315	0.178	4.74796473263249e-5	2.2883963430848707e-9	4.405913613971227e-32	0.13344465775806091
S100a10	0.4816812146549516	-0.1348728303244231	0.907	0.906	1	5.847904206277815e-31	-0.43843272208662576	0.882	0.965	1.213323164718521e-26	7.403528965436394e-4	0.13333929520217858	0.921	0.85	1	0.4816812146549516	1.7543712618833513e-30	0.13333929520217858
Btg2	2.6656480354931334e-8	0.18790442958449116	0.789	0.618	5.530686544041153e-4	1.8111210193996437e-4	0.13328165012476312	0.804	0.728	1	0.0020737783760526114	-0.6517782714074651	0.694	0.631	1	0.0020737783760526114	7.996943893309015e-8	0.13328165012476312
Evi2	7.77883464971075e-12	0.13314280077972515	0.198	0.075	1.6139526131219865e-7	8.156028893999953e-31	0.15618028976416679	0.226	0.072	1.6922128749271103e-26	1.0464584335770455e-14	0.2371953058087796	0.198	0.062	2.171191957985654e-10	7.77883464971075e-12	2.4468086681999905e-30	0.13314280077972515
Hnrnpd	7.814061288078067e-8	0.1328331754265859	0.531	0.35	0.0016212614360504372	9.086007797992711e-11	0.1563003088158137	0.63	0.443	1.8851648979275276e-6	0.7870570406227091	-0.2024502644537911	0.464	0.406	1	0.7870570406227091	2.72580233915015e-10	0.1328331754265859
Plcg2	1.2922691913426864e-15	0.16296858718110885	0.324	0.143	2.6812001181978055e-11	1.6403868761891757e-18	0.1325332912589119	0.383	0.204	3.403474690717302e-14	2.4540898999118484e-18	0.2728089300599844	0.305	0.118	5.091745724337103e-14	1.2922691913426864e-15	4.9211606285675254e-18	0.1325332912589119
Amz1	7.769435163741408e-12	0.13232987634769958	0.154	0.048	1.6120024077730674e-7	2.5189730552746426e-30	0.17350640850717797	0.161	0.038	5.226365295083829e-26	6.354294250988661e-14	0.20753505095099473	0.189	0.056	1.3183889711951273e-9	7.769435163741408e-12	7.556919165823889e-30	0.13232987634769958
Slc16a3	3.202216911720896e-8	0.13223007045198598	0.215	0.11	6.643959648438515e-4	8.299596783022924e-11	0.14442557674964668	0.256	0.153	1.7220003405415962e-6	3.408769016853608e-21	0.3233941839543152	0.304	0.109	7.072513956167865e-17	3.202216911720896e-8	1.0226307050560763e-20	0.13223007045198598
Iqgap1	1.043434068265926e-16	0.3300954453258629	0.903	0.848	2.1649170048381434e-12	7.429407597221131e-4	0.13217214705461133	0.908	0.923	1	7.254407533731963e-18	0.28433500995244376	0.933	0.811	1.5051444750987076e-13	7.429407597221131e-4	2.176322260119586e-17	0.13217214705461133
Cers6	3.9072352051984643e-14	0.13123205140163702	0.265	0.109	8.106731603745773e-10	7.9948330723470345e-22	0.1434286204030238	0.354	0.175	1.6587679658505627e-17	8.345840757366397e-17	0.16372077846443694	0.296	0.115	1.7315950403383802e-12	3.9072352051984643e-14	2.398449921704104e-21	0.13123205140163702
Ifi30	1.246189654741896e-7	0.2556169710476952	0.719	0.548	0.002585594295658486	1.057510504823022e-10	0.26676222507073843	0.732	0.593	2.1941227954068063e-6	4.374798250782628e-6	0.13111766163698446	0.683	0.547	0.09076831410723797	4.374798250782628e-6	3.1725315141335723e-10	0.13111766163698446
Ms4a14	2.2553548845166674e-12	0.2013245666310709	0.168	0.056	4.679410314395181e-8	2.758046460742248e-28	0.2709233295439039	0.222	0.077	5.722394796748017e-24	2.1992896055276272e-5	0.1302825964388975	0.136	0.071	0.4563086073548721	2.1992896055276272e-5	8.274139382226717e-28	0.1302825964388975
Pycard	4.549287104006037e-26	0.3463071351320953	0.548	0.262	9.438860883391725e-22	2.4258450849321082e-17	0.23282278124319034	0.56	0.353	5.033143382217139e-13	1.469110311964051e-7	0.12982191827296685	0.45	0.316	0.003048110075263013	1.469110311964051e-7	1.3647861312018033e-25	0.12982191827296685
Pgs1	2.548664513861128e-24	0.2544645542498504	0.322	0.104	5.287969133359068e-20	5.33142395109762e-22	0.12940746854170526	0.37	0.181	1.106163841373734e-17	5.2712387321117486e-8	0.1614747554441318	0.271	0.159	0.0010936766121385456	5.2712387321117486e-8	7.645993541583349e-24	0.12940746854170526
Cdc42ep4	9.537799224241154e-24	0.3599933364977402	0.361	0.139	1.9789025830455546e-19	1.8962699993766982e-10	0.1290967465484354	0.398	0.262	3.934380994706773e-6	7.488605646209836e-22	0.38048866098359235	0.375	0.159	1.553735899475617e-17	1.8962699993766982e-10	2.861339767272345e-23	0.1290967465484354
Grk2	7.193141455987949e-9	0.16338665105407846	0.692	0.498	1.4924329892883795e-4	6.034704865623575e-25	0.2633554978155872	0.735	0.491	1.2520805655195794e-20	4.5187223664686166e-9	0.12878667064512483	0.653	0.487	9.375445165949085e-5	7.193141455987949e-9	1.8104114596870686e-24	0.12878667064512483
Orai2	2.158021004930383e-14	0.1286363237625715	0.196	0.063	4.477461981029559e-10	2.5188178221647373e-24	0.1448783400146843	0.24	0.095	5.226043217427397e-20	1.9221802297193715e-14	0.18683911513858034	0.209	0.069	3.988139540621752e-10	2.158021004930383e-14	7.556453466494213e-24	0.1286363237625715
Ints6	0.9225811336487865	-0.24281013418771025	0.422	0.377	1	1.4407884007626323e-14	-0.4911129588973119	0.439	0.484	2.9893477739023097e-10	2.1030535023022314e-6	0.1286199395211618	0.465	0.319	0.0436341540657667	0.9225811336487865	4.3223652022878446e-14	0.1286199395211618
M6pr	1.2867898918684785e-12	0.23969808735726683	0.606	0.407	2.669831667648719e-8	2.84180031625361e-8	0.12858608317832032	0.663	0.489	5.896167296162991e-4	1.5534590601105544e-17	0.322627144356021	0.611	0.388	3.223116857917378e-13	2.84180031625361e-8	4.660377180331657e-17	0.12858608317832032
Snx10	5.433692673099529e-10	0.1923396441906473	0.502	0.317	1.1273825558146903e-5	3.37126672391127e-7	0.12837276479258064	0.565	0.411	0.006994704198771103	1.838271839879354e-14	0.2738823252757232	0.511	0.319	3.8140464133816837e-10	3.37126672391127e-7	5.5148155196379584e-14	0.12837276479258064
5430427O19Rik	1.61130845379415e-12	0.22985976863494129	0.145	0.041	3.343142779932103e-8	1.2955041257506795e-26	0.19435038737827565	0.201	0.068	2.68791196010751e-22	2.2220137772861883e-6	0.12822301486489984	0.113	0.046	0.046102341851133835	2.2220137772861883e-6	3.8865123772520313e-26	0.12822301486489984
